"study","fdate",day,month,year,round,"uniqueID","genus","species","caste","sex","det","collector","plant_genus_sp","plant_genus","plant_species","site","site_type","method",latitude,longitude,"latlong_accur","County","State","Country","data_entry","spec_notes","flr_notes","plantid_field","basicID","pre2010_gendet","pre2010_spdet","pre2010_det","older_sp",latitude_old,longitude_old,"taxonomy_notes","det_date"
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706842","Toxomerus","geminatus","","m","FC_Thompson","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Viburnum prunifolium","fly","Toxomerus","geminatus","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706843","Andrena","robertsonii","","m","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Viburnum prunifolium","bee","Andrena","robertsonii","T. Griswold","robertsonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706844","Andrena","spiraeana","","m","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Viburnum prunifolium","bee","Andrena","spiraeana","T. Griswold","spiraeana",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706845","Andrena","imitatrix","","f","J_Ascher","rachael winfree","Cercis_canadensis","Cercis","canadensis","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Cercis canadensis","bee","Andrena","imitatrix","T. Griswold","imitatrix",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706846","Colletes","inaequalis","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Colletes","inaequalis","T. Griswold","inequalis",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706847","Andrena","spiraeana","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","spiraeana","T. Griswold","spiraeana",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706848","Helophilus","fasciatus","","f","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Helophilus","fasciatus","F.C. Thompson","",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706849","Colletes","inaequalis","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Colletes","inaequalis","T. Griswold","inequalis",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706850","Andrena","vicina","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","vicina","T. Griswold","vicina",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706851","Andrena","personata","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","personata","T. Griswold","personata",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706852","Andrena","carlini","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706853","Andrena","imitatrix","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","imitatrix","T. Griswold","imitatrix",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706854","Andrena","carlini","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706855","Andrena","rugosa","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","rugosa","T. Griswold","rugosa",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706856","Andrena","robertsonii","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","robertsonii","T. Griswold","robertsonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706857","Eristalis","transversa","","m","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Eristalis","transversa","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706859","Andrena","nasonii","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nasonii","T. Griswold","nasonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706860","Andrena","nuda","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nuda","T. Griswold","nuda",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706861","Andrena","carlini","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706862","Andrena","banksi","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","banksi","T. Griswold","banksi",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706863","Andrena","miserabilis","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706864","Eristalis","dimidiatus","","m","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Eristalis","dimidiatus","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706865","Andrena","miserabilis","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706866","Andrena","banksi","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","banksi","T. Griswold","banksi",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706867","Andrena","vicina","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","vicina","T. Griswold","vicina",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706868","Nomada","pygmaea","","m","M_Rightmyer","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Nomada","pygmaea","S. Droege","pygmaea",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706869","Toxomerus","geminatus","","m","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Toxomerus","geminatus","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706870","Andrena","robertsonii","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","robertsonii","T. Griswold","robertsonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706871","Helophilus","fasciatus","","f","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Helophilus","fasciatus","F.C. Thompson","",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706872","Andrena","robertsonii","","m","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","robertsonii","T. Griswold","robertsonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706873","Andrena","carlini","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706874","Osmia","cornifrons","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Osmia","cornifrons","T. Griswold","cornifrons",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706875","Eristalis","transversa","","m","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Eristalis","transversa","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706876","Platycheirus","obscurus","","m","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Platycheirus","obscurus","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706877","Andrena","carlini","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706878","Eristalis","dimidiatus","","m","FC_Thompson","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Eristalis","dimidiatus","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-07",7,5,2007,0,"nsf200706879","Lasioglossum","oblongum","","f","J_Ascher","rachael winfree","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Lasioglossum","oblongum","J. Gibbs","oblongum",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706880","Bombus","bimaculatus","queen","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706881","Bombus","bimaculatus","queen","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706882","Bombus","bimaculatus","queen","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706883","Bombus","perplexus","queen","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Bombus","perplexus","T. Griswold","perplexus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706884","Bombus","bimaculatus","queen","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706885","Xylocopa","virginica","","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Xylocopa","virginica","T. Griswold","virginica",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706886","Xylocopa","virginica","","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Xylocopa","virginica","T. Griswold","virginica",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706887","Andrena","carlini","","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706888","Lasioglossum","subviridatum","","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","Jason Gibbs should check specimen; this was a new and problematic species at the time determination was done","","Mertensia virginica","bee","Lasioglossum","subviridatum","S. Droege","subviridum",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706889","Lasioglossum","oblongum","","f","J_Ascher","jessica stager","Mertensia_virginica","Mertensia","virginica","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Mertensia virginica","bee","Lasioglossum","oblongum","J. Gibbs","oblongum",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706890","Bombus","impatiens","queen","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Bombus","impatiens","T. Griswold","impatiens",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706891","Bombus","bimaculatus","queen","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706892","Bombus","perplexus","queen","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Bombus","perplexus","T. Griswold","perplexus",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706893","Andrena","perplexa","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","perplexa","T. Griswold","perplexa",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706894","Andrena","perplexa","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","perplexa","T. Griswold","perplexa",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706895","Andrena","forbesii","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","forbesii","T. Griswold","forbesii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706896","Andrena","miserabilis","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706897","Andrena","nasonii","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nasonii","S. Droege","nasonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706898","Andrena","robertsonii","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","robertsonii","T. Griswold","robertsonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706899","Andrena","imitatrix","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","imitatrix","T. Griswold","imitatrix",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706900","Andrena","cressonii","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","cressonii","T. Griswold","cressonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706901","Andrena","imitatrix","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","imitatrix","T. Griswold","imitatrix",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706902","Andrena","imitatrix","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","imitatrix","T. Griswold","imitatrix",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706903","Andrena","banksi","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","banksi","T. Griswold","banksi",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706904","Andrena","nasonii","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nasonii","T. Griswold","nasonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706905","Andrena","nasonii","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nasonii","T. Griswold","nasonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706906","Andrena","banksi","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","banksi","T. Griswold","banksi",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706907","Andrena","nasonii","","m","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nasonii","T. Griswold","nasonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706908","Ceratina","calcarata","","m","J_Criscione","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Ceratina","calcarata","T. Griswold","calcarata",40.329,-74.945," ","Spring 2019"
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706909","Andrena","nasonii","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Andrena","nasonii","T. Griswold","nasonii",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706910","Lasioglossum","imitatum","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Lasioglossum","imitatum","S. Droege","imitatum",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706911","Osmia","pumila","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Osmia","pumila","T. Griswold","pumila",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706912","Osmia","atriventris","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Osmia","atriventris","T. Griswold","atriventris",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706913","Osmia","pumila","","f","J_Ascher","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","bee","Osmia","pumila","T. Griswold","pumila",40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706914","Bombylius","major","","u","FC_Thompson","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Bombylius","major","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
"nsf2007","2007-05-08",8,5,2007,0,"nsf200706915","Bombylius","major","","u","FC_Thompson","jessica stager","Photinia_pyrifolia","Photinia","pyrifolia","bowmans","reference","net",40.329201,-74.944702,"low: specimens collected throughout large area rou","Bucks","PA","USA","JS","","","Photinia pyrifolia","fly","Bombylius","major","F.C. Thompson",NULL,40.329,-74.945,NULL,NULL
